"SalePrice","TotalSF","OverallQual","GrLivArea","GarageCars","TotalBath","KitchenQual","AgeAtSale","Neighborhood"
164000,2432,6,1216,2,3,4,8,"Mitchel"
132500,1998,5,999,1,2,5,45,"Sawyer"
147000,2226,5,1113,1,1,5,59,"NAmes"
156000,2146,5,1073,2,2.5,4,42,"NAmes"
175000,2968,5,1484,2,2,4,36,"NWAmes"
160000,3368,5,2414,2,2,4,106,"OldTown"
86000,1260,4,630,1,2,5,39,"MeadowV"
115000,1568,5,1304,1,1.5,4,32,"MeadowV"
133000,2384,6,1578,1,2,3,65,"NAmes"
172785,2184,6,1456,2,2.5,4,0,"Gilbert"
155000,2538,5,1269,1,1.5,4,48,"NAmes"
91300,1076,5,886,1,1,4,71,"OldTown"
34900,1440,4,720,0,1,4,89,"IDOTRR"
430000,6428,8,3228,2,4,5,15,"NoRidge"
184000,2846,7,1820,1,3,4,83,"BrkSide"
130000,1763,5,899,1,1,5,42,"Sawyer"
120000,1824,5,912,1,1.5,4,49,"NAmes"
113000,1890,6,1218,1,1.5,4,34,"BrDale"
226700,2634,7,1768,2,2.5,5,3,"Somerst"
140000,2428,5,1214,2,2,4,42,"Edwards"
289000,3302,7,1801,2,3,4,51,"Crawfor"
147000,2177,6,1322,2,3,4,35,"NPkVill"
124500,2920,5,1960,2,2,4,57,"OldTown"
215000,2688,8,1911,2,2.5,5,13,"SawyerW"
208300,2436,6,1218,2,2,5,0,"Somerst"
161000,2067,7,1378,2,2,5,80,"OldTown"
124500,2082,5,1041,1,2,4,50,"NAmes"
164900,2371,5,1363,1,2,4,58,"NAmes"
202665,2736,7,1368,2,2,5,1,"NridgHt"
129900,1728,5,864,2,2,4,48,"NAmes"
134000,2164,6,1080,2,1.5,4,24,"Mitchel"
96500,1557,5,789,1,1,4,81,"Crawfor"
402861,4026,10,2020,3,3.5,6,0,"NridgHt"
158000,2808,6,2119,2,2.5,4,37,"NWAmes"
265000,3608,7,2344,3,2.5,5,13,"NoRidge"
211000,2590,6,1796,2,3.5,4,9,"CollgCr"
234000,3356,7,2080,1,1.5,5,83,"Crawfor"
106250,1294,4,1294,0,2,4,108,"OldTown"
150000,2488,6,1244,1,1.5,4,50,"NAmes"
159000,2668,6,1664,2,2,4,59,"BrkSide"
315750,3777,7,2398,3,3.5,5,11,"NoRidge"
176000,2523,7,1266,2,2,5,1,"Somerst"
132000,1856,5,928,1,1,4,51,"NAmes"
446261,4165,9,2713,3,3.5,6,0,"NridgHt"
86000,1133,4,605,0,2,4,87,"Edwards"
200624,4550,6,2515,2,4,4,50,"Crawfor"
175000,2970,6,1509,2,3,5,20,"Timber"
128000,1973,6,1362,2,2,4,88,"BrkSide"
107500,827,5,827,1,1,4,55,"NAmes"
39300,334,1,334,0,1,3,61,"BrkSide"
178000,2121,8,1414,2,2.5,5,2,"Gilbert"
107500,2464,5,1347,0,2,4,98,"Edwards"
188000,2604,7,1724,2,2.5,5,10,"CollgCr"
111250,1728,4,864,2,1,4,36,"NAmes"
158000,2210,5,1159,1,1.5,4,38,"Sawyer"
272000,3182,8,1601,2,3,5,9,"CollgCr"
315000,3676,9,1838,3,3,6,3,"Timber"
248000,3254,8,2285,3,2.5,5,7,"NoRidge"
213250,3330,7,1680,2,3,5,11,"NWAmes"
133000,1490,7,767,1,2,4,9,"NAmes"
179665,2150,7,1496,2,3.5,5,0,"Gilbert"
229000,3387,7,2183,3,2.5,5,18,"NWAmes"
210000,2700,6,1635,2,1.5,4,84,"BrkSide"
129500,1536,5,768,2,2,4,37,"Mitchel"
125000,1650,5,825,2,2,4,53,"OldTown"
263000,3006,7,2094,2,2.5,5,6,"Somerst"
140000,2138,6,1069,2,2,4,31,"NPkVill"
112500,1856,5,928,1,1,4,51,"OldTown"
255500,3426,8,1717,3,2,5,3,"NridgHt"
108000,1126,4,1126,2,2,5,60,"Edwards"
284000,3044,7,2046,3,3.5,5,5,"NridgHt"
113000,2041,5,1048,1,1,4,84,"BrkSide"
141000,2184,5,1092,1,2,4,49,"NAmes"
108000,1973,4,1336,1,1.5,4,86,"IDOTRR"
175000,2175,7,1446,2,3,4,12,"Gilbert"
234000,2931,7,1557,2,2,5,3,"Blmngtn"
121500,2784,5,1392,2,2.5,4,53,"Sawyer"
170000,2778,5,1389,2,2,4,32,"Mitchel"
108000,1992,5,996,0,2,4,68,"Edwards"
185000,2837,6,1674,2,2,4,90,"Edwards"
268000,3390,7,2295,2,3.5,5,14,"NoRidge"
128000,2453,6,1647,1,2.5,3,95,"SWISU"
325000,3626,9,2504,3,2.5,6,3,"StoneBr"
214000,3052,7,1535,2,2,5,6,"NridgHt"
316600,3628,8,2132,2,2.5,5,26,"SawyerW"
135960,1886,5,943,2,2,4,27,"NAmes"
142600,3456,5,1728,2,2,4,43,"NAmes"
120000,1728,6,864,1,2,5,47,"NAmes"
224500,2538,7,1692,2,2.5,5,0,"Timber"
170000,1814,7,1430,2,2.5,4,7,"Gilbert"
139000,1481,5,1109,1,1.5,4,36,"NAmes"
118500,2048,5,1216,1,1,4,61,"NAmes"
145000,2338,7,1477,1,2.5,4,81,"SWISU"
164500,2484,5,1320,2,2,4,40,"Sawyer"
146000,2081,7,1392,2,2,5,1,"Somerst"
131500,2845,5,1795,1,2,4,54,"OldTown"
181900,2573,6,1429,2,1.5,5,47,"NAmes"
253293,4084,8,2042,3,2.5,6,1,"NridgHt"
118500,1632,6,816,0,2,4,17,"Edwards"
325000,4012,10,2775,2,3.5,5,115,"OldTown"
133000,2457,4,1573,1,1,5,74,"BrkSide"
369900,3896,8,2028,3,3,5,1,"Timber"
130000,1654,6,838,1,2,3,90,"BrkSide"
137000,1700,5,860,2,2,4,27,"Sawyer"
143000,2910,5,1473,1,3,6,41,"ClearCr"
79500,1521,5,935,1,1,4,78,"BrkSide"
185900,2352,7,1582,2,2.5,5,4,"CollgCr"
451950,4018,10,2296,3,3.5,6,1,"NridgHt"
138000,1632,5,816,2,2,4,26,"Mitchel"
140000,1696,6,848,2,2,5,6,"CollgCr"
110000,1848,5,924,1,1,4,33,"CollgCr"
319000,3640,8,1826,3,3,5,1,"StoneBr"
114504,2052,6,1368,1,1,4,96,"OldTown"
194201,2660,7,1402,3,2,5,1,"Blmngtn"
217500,3077,5,1647,2,3,5,29,"Crawfor"
151000,2272,6,1556,2,3.5,4,28,"Blueste"
275000,2962,8,1904,2,3.5,6,1,"NridgHt"
141000,2155,6,1375,1,1.5,5,70,"IDOTRR"
220000,2823,8,1915,2,3.5,5,14,"SawyerW"
151000,1800,7,1200,2,2.5,5,6,"Somerst"
221000,2988,7,1494,2,3,5,6,"CollgCr"
205000,2754,7,1986,2,2.5,4,44,"NAmes"
152000,2080,5,1040,2,2,5,13,"CollgCr"
225000,2904,5,2008,1,4,6,58,"Edwards"
359100,4159,8,3194,2,2.5,4,73,"Crawfor"
118500,2058,4,1029,1,2,4,46,"Sawyer"
313000,3593,9,2153,3,3.5,6,9,"CollgCr"
148000,2064,6,1032,2,2.5,4,29,"NWAmes"
261500,3171,8,1872,2,3.5,6,8,"CollgCr"
147000,2240,5,1120,0,1,4,0,"Mitchel"
75500,1260,4,630,0,2,4,38,"MeadowV"
137500,1990,6,1054,2,2,5,47,"NAmes"
183200,2292,6,1509,2,3.5,5,4,"Gilbert"
105500,1664,6,832,2,1,5,54,"NAmes"
314813,3650,9,1828,3,2,5,0,"NridgHt"
305000,3744,8,2262,3,3.5,5,5,"Timber"
67000,1728,3,864,0,2,4,94,"Edwards"
240000,4136,6,2614,2,2.5,4,34,"NWAmes"
135000,1960,5,980,2,1,4,32,"Sawyer"
168500,2268,6,1512,2,2.5,5,7,"Somerst"
165150,2522,6,1790,2,3,4,34,"NWAmes"
160000,2232,6,1116,2,1.5,4,48,"NAmes"
139900,2400,5,1422,1,1,4,47,"NAmes"
153000,2676,6,1520,1,2,4,55,"NAmes"
135000,3120,5,2080,2,2.5,3,38,"NAmes"
168500,2598,6,1350,2,2.5,4,44,"NAmes"
124000,2386,5,1750,1,1,6,126,"OldTown"
209500,3108,8,1554,2,2,5,1,"NridgHt"
82500,2797,7,1411,2,2,4,32,"NWAmes"
139400,2112,5,1056,1,1.5,4,53,"NAmes"
144000,2112,6,1056,2,2,4,30,"OldTown"
200000,4320,6,3395,0,2,3,93,"SWISU"
60000,1064,2,800,0,1,3,73,"BrkSide"
93000,2198,5,1387,1,2,5,55,"OldTown"
85000,1592,5,796,0,1,4,98,"Edwards"
264561,3087,8,1567,3,3,6,0,"Blmngtn"
274000,3036,8,1518,2,1.5,6,5,"NridgHt"
226000,2986,7,1929,2,3.5,5,6,"Somerst"
345000,4656,8,2704,2,3.5,6,37,"NAmes"
152000,2400,5,1620,2,2.5,4,38,"NWAmes"
370878,3532,9,1766,3,3.5,6,0,"Somerst"
143250,1962,6,981,2,2.5,4,36,"NAmes"
98300,1048,5,1048,2,1,4,58,"NAmes"
155000,2188,6,1094,2,1,4,55,"Edwards"
155000,2595,6,1839,2,1.5,4,44,"NAmes"
84500,1260,4,630,0,2,4,37,"MeadowV"
205950,2478,7,1665,2,2.5,5,1,"Somerst"
108000,2265,4,1510,1,2,4,69,"Edwards"
191000,2596,7,1716,2,2.5,5,13,"CollgCr"
135000,2225,6,1469,1,1,4,102,"IDOTRR"
350000,4222,8,2113,3,3.5,5,13,"NoRidge"
88000,1617,6,1092,1,1.5,4,39,"BrDale"
145500,2106,5,1053,1,2.5,5,49,"NAmes"
149000,2278,7,1502,1,1.5,4,77,"Crawfor"
97500,2370,6,1458,1,1.5,4,62,"NAmes"
167000,2972,5,1486,2,2,4,45,"Edwards"
197900,2728,7,1935,2,2.5,4,31,"NWAmes"
402000,4077,8,2448,3,3.5,5,15,"NoRidge"
110000,2784,6,1392,2,2,4,41,"NAmes"
137500,2319,4,1181,2,3,4,36,"Edwards"
423000,4174,8,2097,3,2.5,6,1,"Somerst"
230500,3342,8,1936,2,2.5,5,6,"Gilbert"
129000,3401,6,2380,2,2.5,4,42,"NAmes"
193500,3087,6,1679,2,3,5,14,"SawyerW"
168000,2625,5,1437,2,2.5,4,50,"Sawyer"
137500,1880,4,1180,1,1,3,84,"Crawfor"
173500,2214,6,1476,2,3.5,5,4,"CollgCr"
103600,2041,6,1369,1,3,4,84,"Edwards"
165000,2416,6,1208,2,2.5,4,29,"Veenker"
257500,3316,6,1839,2,3,5,50,"Crawfor"
140000,2272,6,1136,1,2,4,43,"NAmes"
148500,2296,6,1441,2,2.5,4,31,"NPkVill"
87000,2869,4,1774,3,3,4,106,"OldTown"
109500,1560,5,792,1,1,5,85,"OldTown"
372500,4092,8,2046,3,2.5,5,1,"StoneBr"
128500,1976,5,988,2,2,4,46,"Sawyer"
143000,1846,6,923,1,2,4,30,"SawyerW"
159434,2313,5,1520,1,1,4,77,"SWISU"
173000,2582,6,1291,2,2,5,12,"ClearCr"
285000,3294,9,1668,3,3,5,5,"CollgCr"
221000,3034,7,1839,2,2.5,4,12,"NoRidge"
207500,3280,7,2090,2,3,5,23,"StoneBr"
227875,2635,7,1761,2,3,5,0,"Somerst"
148800,1653,7,1102,2,2.5,5,3,"Somerst"
392000,2838,8,1419,2,3,5,0,"StoneBr"
194700,2724,6,1362,2,2,5,2,"NridgHt"
141000,1696,6,848,2,2,5,4,"CollgCr"
755000,6760,10,4316,3,4,6,13,"NoRidge"
335000,3729,7,2519,2,3.5,5,17,"Timber"
108480,2146,5,1073,1,1,4,85,"OldTown"
141500,2466,5,1539,2,1.5,4,73,"BrkSide"
176000,2249,6,1137,2,3,5,19,"Timber"
89000,1232,5,616,1,1,4,85,"BrkSide"
123500,2128,5,1148,1,1.5,4,54,"Edwards"
138500,1788,5,894,1,2,4,45,"Sawyer"
196000,2782,7,1391,2,2,5,4,"Somerst"
312500,3600,8,1800,3,3,5,4,"Timber"
140000,2328,7,1164,2,1.5,4,37,"NWAmes"
361919,3810,8,2576,3,2.5,6,0,"StoneBr"
140000,2172,5,1812,2,2,5,110,"OldTown"
213000,2957,7,1484,2,3,5,6,"CollgCr"
55000,1092,4,1092,0,2,3,80,"IDOTRR"
302000,3467,7,1824,2,3,5,36,"ClearCr"
254000,2648,8,1324,2,3,5,3,"NridgHt"
179540,2184,7,1456,2,2.5,5,0,"Gilbert"
109900,1780,5,904,1,1,4,42,"Sawyer"
52000,999,3,729,0,1,4,73,"BrkSide"
102776,2037,4,1178,1,1,4,110,"IDOTRR"
189000,2456,8,1228,2,3,5,20,"StoneBr"
129000,1920,4,960,2,2,4,36,"BrkSide"
130500,2204,6,1479,2,2.5,5,34,"Sawyer"
165000,2414,6,1350,2,2,4,35,"NWAmes"
159500,3272,7,2554,2,1.5,4,117,"OldTown"
157000,2354,5,1178,2,2,5,35,"NWAmes"
341000,3729,7,2418,3,3.5,5,15,"NoRidge"
128500,1942,5,971,1,1.5,4,37,"CollgCr"
275000,3484,8,1742,2,3,5,21,"StoneBr"
143000,1696,6,848,2,2,5,6,"CollgCr"
124500,1728,4,864,2,1,4,39,"NAmes"
135000,2411,4,1470,1,2,4,54,"Edwards"
320000,3396,9,1698,3,3,6,2,"Edwards"
120500,1728,4,864,2,1,5,39,"NAmes"
222000,2560,6,1680,2,3,5,21,"Crawfor"
194500,2464,7,1232,2,3,5,2,"CollgCr"
110000,3360,5,1776,3,3,4,51,"NAmes"
103000,1628,4,1208,2,1,4,84,"IDOTRR"
236500,3211,8,1616,2,3,5,15,"StoneBr"
187500,2014,7,1146,2,3,5,4,"Timber"
222500,3184,7,2031,2,2.5,5,10,"CollgCr"
131400,2008,5,1144,1,2,4,48,"Sawyer"
108000,1896,5,948,1,1,4,39,"Sawyer"
163000,2648,7,1768,2,1.5,4,92,"OldTown"
93500,1040,3,1040,2,2,4,56,"NAmes"
239900,2694,8,1801,3,2.5,5,1,"Gilbert"
179000,2400,5,1200,0,6,4,22,"Edwards"
190000,2592,7,1728,2,2.5,5,5,"CollgCr"
132000,1696,5,1432,2,2,4,97,"OldTown"
142000,1824,6,912,1,2.5,5,47,"Sawyer"
179000,2698,7,1349,2,2,4,7,"SawyerW"
175000,1984,5,1464,2,2.5,4,46,"Sawyer"
180000,2674,8,1337,2,3,5,15,"StoneBr"
299800,3857,8,2715,2,4,5,32,"NWAmes"
236000,3208,7,2256,2,2.5,5,9,"Gilbert"
265979,3880,7,2640,4,1.5,5,129,"OldTown"
260400,3440,7,1720,2,3,5,14,"NoRidge"
98000,1529,4,1529,1,2,4,64,"Edwards"
96500,1716,4,1140,0,1,4,100,"OldTown"
162000,1980,7,1320,2,2.5,5,4,"Gilbert"
217000,2973,6,1494,2,3,5,9,"CollgCr"
275500,3128,8,2098,3,2.5,6,1,"NridgHt"
156000,2052,6,1026,2,2,5,40,"NAmes"
172500,2200,6,1471,2,2.5,4,10,"Somerst"
212000,2634,8,1768,2,2.5,5,2,"CollgCr"
158900,2058,6,1386,2,2.5,4,32,"Sawyer"
179400,2245,7,1501,2,2.5,4,9,"Somerst"
290000,3849,8,2531,3,2.5,5,12,"NoRidge"
127500,1728,6,864,1,1,4,50,"NAmes"
100000,2446,5,1301,2,1,3,85,"BrkSide"
215200,2303,7,1547,2,2.5,5,1,"Somerst"
337000,3617,8,2365,3,3.5,5,10,"NoRidge"
270000,2988,8,1494,2,2.5,6,11,"Veenker"
264132,3004,9,1506,2,2,6,0,"Somerst"
196500,2694,7,1714,2,2.5,4,22,"NWAmes"
160000,2733,6,1750,1,3,4,68,"Mitchel"
216837,3696,7,1836,2,2,5,2,"CollgCr"
538000,4929,8,3279,3,4.5,6,7,"StoneBr"
134900,1716,5,858,2,2,4,27,"Sawyer"
102000,2056,4,1220,2,1,4,55,"Edwards"
107000,2146,6,1117,2,2,4,34,"Edwards"
114500,1824,5,912,1,1,4,49,"NAmes"
395000,3908,8,1973,3,2,5,1,"NridgHt"
162000,2408,6,1204,2,3,4,11,"Mitchel"
221500,3228,7,1614,3,2,5,1,"CollgCr"
142500,1758,5,894,2,2,4,32,"Sawyer"
144000,2020,5,2020,2,2,4,30,"SawyerW"
135000,1979,6,1004,2,2,4,29,"Mitchel"
176000,2490,7,1253,2,2,4,12,"Gilbert"
175900,2364,6,1603,2,2.5,5,14,"SawyerW"
187100,2843,7,1430,2,2,5,8,"CollgCr"
165500,2207,5,1110,2,2,5,31,"Mitchel"
128000,2226,6,1484,0,2,4,94,"OldTown"
161500,2714,6,1342,2,2,4,42,"NWAmes"
139000,2338,5,1652,1,3,4,95,"OldTown"
233000,3040,7,2084,2,3.5,5,6,"SawyerW"
107900,1802,4,901,1,1,4,54,"OldTown"
187500,2919,6,2087,2,2.5,5,41,"ClearCr"
160200,2290,7,1145,2,2,5,4,"Blmngtn"
146800,2091,6,1062,2,2,4,31,"Mitchel"
269790,3130,7,2013,2,3.5,4,11,"NoRidge"
225000,2992,8,1496,2,2,5,0,"Somerst"
194500,2607,7,1895,2,2.5,5,14,"Gilbert"
171000,2214,6,1564,2,2.5,4,30,"SawyerW"
143500,1945,6,1285,2,1.5,4,30,"Sawyer"
110000,1546,5,773,1,1,4,55,"NAmes"
485000,5066,9,3140,3,3.5,6,1,"NridgHt"
175000,2499,5,1768,1,2.5,5,70,"SWISU"
200000,2304,6,1688,2,3.5,5,11,"ClearCr"
109900,2392,4,1196,2,2,4,91,"IDOTRR"
189000,2184,7,1456,2,3.5,5,3,"CollgCr"
582933,4556,9,2822,3,3.5,6,1,"NridgHt"
118000,2064,5,1128,1,1,4,52,"NAmes"
227680,2845,7,1428,2,2,6,0,"Somerst"
135500,1960,5,980,1,2,4,39,"NAmes"
223500,2900,5,1576,2,3.5,5,86,"BrkSide"
159950,2110,5,1086,2,2,4,40,"NAmes"
106000,2987,5,2138,2,2,4,111,"OldTown"
181000,2349,6,1309,2,2.5,5,32,"NWAmes"
144500,1696,6,848,2,2,5,4,"CollgCr"
55993,1584,5,1044,2,1,3,58,"IDOTRR"
157900,2884,6,1442,1,1.5,4,49,"NAmes"
116000,1936,5,1250,1,2,3,88,"Edwards"
224900,3310,7,1661,2,2,5,12,"CollgCr"
137000,2016,5,1008,1,1,4,52,"NAmes"
271000,3257,8,1689,3,3,5,6,"Mitchel"
155000,2062,6,1052,2,2,4,39,"ClearCr"
224000,2716,7,1358,2,3,5,1,"NridgHt"
183000,2438,7,1640,2,2.5,5,5,"CollgCr"
93000,1872,4,936,2,1,4,56,"OldTown"
225000,2580,7,1733,2,2.5,5,4,"Gilbert"
139500,2267,6,1489,1,2,4,69,"SWISU"
232600,2978,8,1489,2,2,5,0,"Somerst"
385000,4162,10,2084,3,3,6,1,"NridgHt"
109500,1568,5,784,0,2,5,84,"BrkSide"
189000,2888,7,1434,2,2,5,8,"SawyerW"
185000,3139,5,2126,2,3,4,42,"ClearCr"
147400,1743,7,1223,2,2.5,5,1,"Somerst"
166000,2784,6,1392,2,2.5,4,51,"NAmes"
151000,1720,7,1200,2,2.5,5,1,"Somerst"
237000,2770,7,1829,2,3.5,5,7,"CollgCr"
167000,3032,6,1516,2,1.5,4,45,"NAmes"
139950,2288,5,1144,2,2,4,47,"NAmes"
128000,2134,4,1067,2,2,5,60,"Sawyer"
153500,3118,5,1559,2,2,4,59,"OldTown"
100000,1470,6,987,1,2.5,4,35,"BrDale"
144000,2198,5,1099,1,1.5,5,13,"CollgCr"
130500,1968,5,1200,1,1,4,62,"Edwards"
140000,2154,6,1482,1,2,3,83,"SWISU"
157500,2189,5,1539,2,2,5,104,"OldTown"
174900,2292,6,1165,2,2.5,4,42,"NAmes"
141000,3600,5,1800,0,2,4,46,"NAmes"
153900,2292,5,1416,3,1.5,4,93,"OldTown"
171000,3091,5,1701,2,3,4,32,"Sawyer"
213000,2515,7,1775,2,3.5,5,16,"SawyerW"
133500,1728,5,864,1,2,4,37,"CollgCr"
240000,3265,6,2358,2,3,4,100,"ClearCr"
187000,2383,6,1855,2,2.5,4,31,"Veenker"
131500,1696,6,848,2,2,5,4,"CollgCr"
215000,2729,8,1456,2,2,5,3,"Blmngtn"
164000,2564,7,1646,1,2,4,66,"Crawfor"
158000,2572,6,1445,2,1.5,4,45,"NAmes"
170000,3542,5,1779,2,2.5,4,51,"Sawyer"
127000,2080,5,1040,1,2.5,4,48,"Sawyer"
147000,1966,6,1026,2,2,4,30,"CollgCr"
174000,2183,6,1481,2,2.5,4,15,"Gilbert"
152000,2460,7,1370,2,2,4,33,"NWAmes"
250000,3708,6,2654,2,3.5,5,38,"NWAmes"
189950,2338,7,1426,1,1.5,5,89,"Crawfor"
131500,2078,5,1039,2,2.5,4,45,"Sawyer"
152000,2137,6,1097,2,2,4,26,"SawyerW"
132500,2296,5,1148,1,2,4,50,"NAmes"
250580,2744,7,1372,2,2,5,1,"Somerst"
148500,2004,5,1002,2,2,4,39,"NAmes"
248900,3284,8,1646,3,2,5,1,"Timber"
129000,2160,4,1120,2,2.5,3,46,"Sawyer"
169000,2267,5,2320,2,2,4,58,"Gilbert"
236000,2999,7,1949,2,3.5,5,17,"SawyerW"
109500,1788,5,894,1,1,4,47,"NAmes"
200500,2486,6,1682,2,2.5,5,12,"CollgCr"
116000,1015,5,910,2,1,5,55,"NAmes"
133000,1868,5,1268,1,1,4,60,"NAmes"
66500,1807,5,1131,1,1.5,4,68,"OldTown"
303477,3794,8,2610,2,2.5,6,0,"Somerst"
132250,2104,4,1040,2,2,4,44,"Mitchel"
350000,3686,9,2224,3,3.5,6,5,"NridgHt"
148000,2264,5,1155,2,2,5,49,"Sawyer"
136500,1728,5,864,1,2,4,31,"CollgCr"
157000,2180,5,1090,2,2.5,4,2,"Edwards"
187500,2873,7,1717,2,2.5,5,17,"Timber"
178000,2401,6,1593,2,2.5,4,17,"Gilbert"
118500,2544,4,2230,1,2,4,94,"SWISU"
100000,1784,5,892,1,1,4,42,"NAmes"
328900,3407,9,1709,2,3,5,9,"Somerst"
145000,3338,5,1712,2,2,4,47,"NAmes"
135500,2209,5,1393,1,1.5,4,53,"Edwards"
268000,4434,8,2217,2,3,5,37,"NAmes"
149500,3010,6,1505,2,2,4,56,"NAmes"
122900,1596,5,924,2,1,4,58,"NAmes"
172500,2601,6,1683,2,2.5,4,31,"Sawyer"
154500,2127,6,1068,1,1.5,4,43,"Sawyer"
165000,2766,5,1383,1,2,4,54,"Sawyer"
118858,1535,5,1535,2,2,4,30,"SawyerW"
140000,2576,6,1796,2,2.5,4,45,"NAmes"
106500,1902,4,951,1,1,4,70,"IDOTRR"
142953,2240,5,2240,2,2,4,30,"SawyerW"
611657,4694,9,2364,3,3.5,6,1,"NridgHt"
135000,2148,5,1236,1,1,4,45,"Sawyer"
110000,1716,4,858,1,1,4,36,"NAmes"
153000,2298,5,1306,1,2,4,52,"NAmes"
180000,2292,7,1509,2,2.5,5,3,"Gilbert"
240000,3340,7,1670,3,2,5,0,"Gilbert"
125500,1778,5,902,1,1,4,40,"Sawyer"
128000,2119,5,1063,1,2,4,56,"NAmes"
255000,3259,8,1636,3,3,5,1,"Somerst"
250000,3074,7,2057,1,1.5,5,70,"Crawfor"
131000,1766,5,902,2,2,4,23,"Mitchel"
174000,2226,6,1484,2,2.5,5,4,"Gilbert"
154300,3379,5,2274,2,2,4,50,"NAmes"
143500,2536,5,1268,1,1.5,5,32,"CollgCr"
88000,1783,5,1015,1,1,4,81,"BrkSide"
145000,3003,5,2002,3,2,4,58,"Crawfor"
173733,1836,6,1224,2,2.5,5,0,"Somerst"
75000,1638,4,1092,1,1.5,4,37,"MeadowV"
35311,960,2,480,1,1,4,57,"IDOTRR"
135000,2363,4,1229,1,1,4,53,"Edwards"
238000,3231,7,2127,3,3.5,5,16,"SawyerW"
176500,2598,6,1414,2,2,4,50,"NAmes"
201000,2649,6,1721,2,3,5,13,"SawyerW"
145900,3472,5,2200,0,5,4,108,"Edwards"
169990,2632,6,1316,2,2,5,1,"Gilbert"
193000,3221,6,1617,2,3,5,15,"SawyerW"
207500,3372,6,1686,2,3,4,26,"NWAmes"
175000,2252,5,1126,2,2.5,6,31,"NWAmes"
285000,3555,8,2374,3,2.5,6,4,"NridgHt"
176000,2810,7,1978,2,2.5,4,40,"NWAmes"
236500,3541,8,1788,2,2,6,8,"CollgCr"
222000,3200,7,2236,2,2.5,5,9,"Gilbert"
201000,2932,8,1466,3,2,5,2,"Timber"
117500,1850,5,925,1,1.5,4,44,"NAmes"
320000,3810,9,1905,3,2,6,1,"Somerst"
190000,3000,7,1500,2,2,5,5,"CollgCr"
242000,2654,7,2069,2,3,5,48,"NAmes"
79900,1347,4,747,2,1,4,80,"BrkSide"
184900,2376,7,1200,2,3,5,6,"SawyerW"
253000,3084,7,1971,2,2.5,5,4,"Somerst"
239799,3353,7,1962,3,2.5,5,0,"CollgCr"
244400,3435,7,2403,1,2,4,70,"ClearCr"
150900,3456,6,1728,2,2,4,30,"Mitchel"
214000,3052,7,2060,2,3.5,5,10,"Gilbert"
150000,2880,4,1440,0,4,4,30,"Edwards"
143000,3264,5,1632,2,2,4,40,"Mitchel"
137500,2163,6,1344,2,1.5,5,51,"Timber"
124900,2837,5,1869,2,1,4,119,"OldTown"
143000,2288,5,1144,1,2,4,47,"NAmes"
270000,3245,8,1629,3,3,5,5,"Timber"
192500,2712,7,1776,2,2.5,5,4,"CollgCr"
197500,2542,6,1381,2,2.5,5,38,"NWAmes"
129000,1728,5,864,2,2,5,57,"NAmes"
119900,1793,5,965,1,2,4,41,"SawyerW"
133900,1536,5,768,1,1.5,4,37,"CollgCr"
172000,2752,5,1968,2,3,4,39,"Mitchel"
127500,1925,6,980,0,3,4,31,"Edwards"
145000,2937,6,1958,2,2,4,61,"Crawfor"
124000,1790,6,1229,2,1.5,4,29,"Blueste"
132000,2114,5,1057,2,1,4,45,"Sawyer"
185000,2674,7,1337,2,3,5,4,"CollgCr"
155000,2112,7,1416,2,3.5,5,11,"Somerst"
116500,1716,5,858,0,2,4,52,"BrkSide"
272000,4202,6,2872,2,3.5,4,31,"NWAmes"
155000,2352,6,1548,2,3.5,5,31,"NPkVill"
239000,3600,9,1800,2,2,6,2,"CollgCr"
214900,2711,7,1894,2,3.5,5,8,"Timber"
178900,2267,6,1484,2,2.5,5,2,"Gilbert"
160000,2036,5,1308,1,2.5,4,69,"Crawfor"
135000,2196,5,1098,1,2,4,53,"NAmes"
37900,1568,3,968,0,1,4,99,"OldTown"
140000,1683,6,1095,1,2,4,48,"NAmes"
135000,1912,4,1192,0,1.5,4,57,"NAmes"
