"SalePrice","TotalSF","OverallQual","GrLivArea","GarageCars","TotalBath","KitchenQual","AgeAtSale","Neighborhood"
173000,2390,7,1626,2,2,5,6,"NridgHt"
99500,1836,6,918,1,2,4,31,"SawyerW"
182000,2856,7,1428,2,2,5,1,"Somerst"
167500,2747,7,2019,2,1,5,99,"BrkSide"
165000,2055,7,1382,2,3.5,5,6,"Somerst"
85500,1309,4,869,0,1,3,83,"BrkSide"
199900,2482,7,1241,2,2.5,5,1,"Somerst"
110000,1788,4,894,2,1,4,53,"Edwards"
139000,2242,5,1121,2,2,4,46,"Sawyer"
178400,1943,7,999,2,2,6,47,"NAmes"
336000,3837,8,2612,3,3.5,5,11,"NoRidge"
159895,2532,7,1266,2,2,5,1,"Blmngtn"
255900,3418,8,2290,2,2.5,5,6,"CollgCr"
126000,1734,5,1734,2,2,5,32,"Mitchel"
125000,2328,5,1164,1,2,4,58,"Edwards"
117000,2120,6,1635,1,1,5,96,"OldTown"
395192,3870,9,1940,3,3.5,6,1,"NridgHt"
195000,2878,6,2030,2,2.5,5,31,"NWAmes"
197000,2346,7,1576,2,2.5,5,0,"Somerst"
348000,3788,8,2392,3,3.5,5,9,"NoRidge"
168000,2658,8,1742,2,1.5,5,127,"OldTown"
187000,2673,6,1851,2,2.5,5,43,"NAmes"
173900,2250,6,1500,2,2.5,5,1,"CollgCr"
337500,3418,10,1718,3,3,6,3,"NridgHt"
121600,1977,4,1230,1,2.5,4,60,"BrkSide"
136500,2100,5,1050,1,2,4,45,"NAmes"
185000,2884,6,1442,2,2,4,39,"NWAmes"
91000,2084,3,1077,1,1,4,84,"IDOTRR"
206000,2395,7,1208,2,3,5,4,"CollgCr"
82000,944,3,944,2,1,3,57,"Edwards"
86000,1382,5,691,1,1,6,87,"OldTown"
232000,3148,8,1574,3,2,5,2,"Somerst"
136905,3360,5,1680,2,2,4,31,"NWAmes"
181000,2850,7,1504,2,2,5,4,"Blmngtn"
149900,1970,5,985,1,2,4,31,"CollgCr"
163500,3314,6,1657,2,2.5,4,37,"NAmes"
88000,1638,4,1092,1,1.5,4,39,"MeadowV"
240000,3420,7,1710,2,2,5,5,"Mitchel"
102000,2016,5,1522,0,2,4,80,"SWISU"
135000,1991,5,1271,1,2,4,60,"Sawyer"
100000,1664,5,1664,0,2,4,45,"Edwards"
165000,2104,6,1502,1,1.5,5,84,"Crawfor"
85000,2044,5,1022,1,2,4,99,"OldTown"
119200,2164,6,1082,1,1,4,59,"NAmes"
227000,2475,8,1665,2,3.5,5,8,"NWAmes"
203000,3008,7,1504,2,3,5,13,"CollgCr"
187500,2580,8,1360,2,2,5,25,"StoneBr"
160000,1856,7,1472,2,2.5,5,16,"Gilbert"
213490,2868,7,1506,2,2,5,1,"Blmngtn"
176000,2264,4,1132,2,2.5,5,3,"Edwards"
194000,2419,7,1220,2,3,5,0,"CollgCr"
87000,2160,5,1248,1,1,4,77,"OldTown"
191000,2850,7,1504,2,2,5,3,"Blmngtn"
287000,4463,8,2898,2,3,5,32,"Timber"
112500,1764,5,882,2,2,4,35,"CollgCr"
167500,2532,5,1264,2,2,4,50,"NAmes"
293077,3284,8,1646,3,3,5,1,"Timber"
105000,2144,5,1376,1,2,4,66,"NAmes"
118000,1890,6,1218,1,2,4,34,"BrDale"
160000,2614,5,1928,0,2,4,90,"SWISU"
197000,3509,7,3082,2,3.5,4,89,"SWISU"
310000,3858,8,2520,3,3.5,5,13,"NoRidge"
230000,3308,7,1654,3,3,5,4,"CollgCr"
119750,1874,5,954,1,1,3,69,"Crawfor"
84000,845,4,845,1,1,4,52,"Edwards"
315500,3240,9,1620,3,3,6,2,"Timber"
287000,3318,8,2263,2,2.5,5,7,"CollgCr"
97000,1890,4,1344,0,1.5,4,39,"MeadowV"
80000,1260,4,630,1,2,4,39,"MeadowV"
155000,2937,5,1803,2,3,4,49,"Sawyer"
173000,2432,6,1632,2,2,5,42,"NWAmes"
196000,2612,6,1306,2,3,5,4,"NridgHt"
262280,3804,7,2329,2,3.5,5,18,"SawyerW"
278000,5048,8,2524,2,3.5,5,28,"NWAmes"
139600,1733,3,1733,2,2,4,54,"Edwards"
556581,4860,9,2868,3,3.5,6,1,"StoneBr"
145000,1980,5,990,2,1.5,4,14,"CollgCr"
115000,1771,5,1771,2,1,4,49,"Mitchel"
84900,930,4,930,1,1,5,64,"Edwards"
176485,2604,7,1302,2,2,5,0,"Gilbert"
200141,2632,7,1316,2,2,5,0,"CollgCr"
165000,2793,6,1977,2,2,4,43,"NAmes"
144500,2742,5,1526,1,1,4,53,"Edwards"
255000,3054,8,1989,2,3.5,5,4,"CollgCr"
180000,2716,6,1523,2,2.5,4,32,"NWAmes"
185850,2728,7,1364,2,3,5,1,"NridgHt"
248000,2823,7,1850,2,2.5,5,15,"NoRidge"
335000,3288,9,2184,3,3.5,6,1,"NridgHt"
220000,2845,6,1991,2,1.5,4,75,"Crawfor"
213500,2676,8,1338,2,3,5,9,"StoneBr"
81000,1788,3,894,3,1,4,73,"IDOTRR"
90000,2999,5,2337,2,2,4,107,"OldTown"
110500,2206,6,1103,2,1,5,81,"OldTown"
154000,2308,5,1154,2,1.5,4,43,"NAmes"
328000,3566,7,2260,2,3.5,5,14,"ClearCr"
178000,2370,6,1571,2,2.5,4,16,"Gilbert"
167900,2391,6,1611,2,2.5,4,44,"NAmes"
151400,3463,6,2521,2,3.5,4,33,"MeadowV"
135000,1738,5,893,2,1.5,5,58,"NAmes"
135000,2096,5,1048,1,2,4,51,"NAmes"
154000,2283,6,1556,2,1.5,4,41,"NWAmes"
91500,2266,5,1456,1,2.5,4,58,"Edwards"
159500,2116,6,1426,2,1.5,4,32,"Edwards"
194000,2480,7,1240,3,2,5,1,"CollgCr"
219500,2540,7,1740,1,1.5,4,67,"Crawfor"
170000,2262,5,1466,2,2.5,5,70,"OldTown"
138800,2192,5,1096,1,2,4,37,"NAmes"
155900,1696,6,848,2,2,5,2,"CollgCr"
126000,1980,5,990,1,1,4,13,"CollgCr"
145000,2516,6,1258,2,2.5,5,37,"NWAmes"
133000,2080,5,1040,1,2.5,4,47,"Sawyer"
192000,2918,7,1459,2,2,5,5,"CollgCr"
160000,2502,6,1251,1,2,4,42,"NAmes"
187500,2189,6,1498,2,2.5,4,11,"Gilbert"
147000,1932,6,996,2,2,5,18,"SawyerW"
83500,1638,4,1092,1,1.5,4,37,"MeadowV"
252000,3035,8,1953,3,2.5,5,4,"Somerst"
137500,2679,7,1709,2,2,5,2,"Edwards"
197000,2494,8,1247,2,2.5,5,1,"Somerst"
92900,1040,3,1040,2,2,4,59,"NAmes"
160000,1852,7,1252,2,3.5,5,9,"Somerst"
136500,2875,6,1694,2,2,4,83,"SWISU"
146000,2064,5,1200,2,2.5,5,41,"NAmes"
129000,1872,5,936,1,2,4,54,"NAmes"
176432,2628,6,1314,2,2,5,1,"CollgCr"
127000,2039,6,1355,0,1.5,5,93,"IDOTRR"
170000,2162,8,1088,2,1.5,5,21,"StoneBr"
128000,1996,4,1324,1,1,4,73,"BrkSide"
157000,2872,7,1601,2,2,4,31,"NWAmes"
60000,728,2,438,1,1,3,89,"SWISU"
119500,1900,5,950,1,1,4,36,"NAmes"
135000,2144,5,1134,1,1,4,47,"NAmes"
159500,1849,6,1194,2,1.5,4,47,"NAmes"
106000,1932,5,1302,2,2.5,4,37,"BrDale"
325000,4085,8,2622,2,3.5,5,16,"NoRidge"
179900,2352,7,1442,2,3,5,17,"SawyerW"
274725,2889,7,2021,2,2.5,5,0,"Gilbert"
181000,2614,6,1690,2,2.5,4,7,"Gilbert"
280000,3672,8,1836,3,3,5,5,"NridgHt"
188000,2431,6,1658,2,3.5,4,13,"Gilbert"
205000,2767,7,1964,2,2.5,4,32,"NWAmes"
129900,1632,5,816,1,2,4,49,"NAmes"
134500,2016,5,1008,1,2,5,54,"NAmes"
117000,1666,5,833,1,1,5,52,"OldTown"
318000,3468,8,1734,3,3,6,0,"NridgHt"
184100,1827,8,1419,2,3.5,5,7,"Gilbert"
130000,1788,5,894,2,2,5,41,"Sawyer"
140000,2134,5,1601,1,1.5,4,50,"Sawyer"
133700,2080,5,1040,1,1,4,47,"NAmes"
118400,2024,6,1012,1,1,4,87,"IDOTRR"
212900,3104,7,1552,3,2,5,1,"CollgCr"
112000,1632,4,960,1,1,4,53,"Edwards"
118000,1396,5,698,0,1.5,4,62,"Edwards"
163900,1866,7,1482,2,2.5,5,15,"Gilbert"
115000,2010,4,1005,2,1,3,54,"NAmes"
174000,2928,7,1555,3,2,5,2,"Blmngtn"
259000,3060,7,1530,3,3,5,3,"Gilbert"
215000,2806,7,1959,2,2.5,5,3,"Gilbert"
140000,1872,5,936,2,2,4,27,"OldTown"
135000,3103,4,1981,2,3,5,81,"SWISU"
93500,1948,5,974,0,1,4,16,"Mitchel"
117500,3218,6,2210,1,2,3,127,"OldTown"
239500,3148,8,2020,2,2.5,5,14,"SawyerW"
169000,2516,6,1600,2,2.5,4,10,"Gilbert"
102000,1946,6,986,1,1,4,81,"BrkSide"
119000,2284,6,1252,1,1,4,58,"NAmes"
94000,1800,5,1020,0,1,4,135,"Sawyer"
196000,3134,6,1567,2,3,5,32,"Mitchel"
144000,2082,5,1167,2,1,4,87,"BrkSide"
139000,1904,5,952,2,2,4,57,"NAmes"
197500,2648,5,1868,2,3.5,5,33,"NWAmes"
424870,4294,8,2828,3,4,5,1,"CollgCr"
80000,2012,5,1006,0,1,4,49,"Sawyer"
80000,1596,4,924,1,2,3,69,"Edwards"
149000,2618,5,1576,1,1,4,78,"BrkSide"
180000,2596,6,1298,2,3,5,21,"SawyerW"
174500,2268,7,1564,1,1.5,3,68,"Crawfor"
116900,1683,7,1111,1,1,4,82,"OldTown"
143000,2132,7,1482,2,1.5,4,89,"OldTown"
124000,1864,6,932,1,1,5,57,"NAmes"
149900,2932,5,1466,2,1.5,3,47,"Edwards"
230000,2884,6,1811,2,1,6,50,"Crawfor"
120500,1632,6,816,1,1,4,78,"IDOTRR"
201800,2684,7,1820,2,2,5,43,"NAmes"
218000,2874,5,1437,2,3,5,31,"Veenker"
179900,2484,5,1265,2,2.5,5,43,"NAmes"
230000,2628,7,1314,2,3,5,2,"NridgHt"
235128,3160,8,1580,3,2,5,1,"Somerst"
185000,2777,6,1876,2,2.5,5,34,"NWAmes"
146000,2311,6,1456,2,2.5,4,32,"NPkVill"
224000,2936,6,1640,2,2,5,54,"Crawfor"
129000,1788,5,894,2,1,4,39,"Sawyer"
108959,2456,4,1258,2,3,4,39,"Sawyer"
194000,2792,5,1432,2,2.5,5,29,"Veenker"
233170,3004,7,1502,2,2,5,0,"NridgHt"
245350,3388,8,1694,3,2,5,2,"CollgCr"
173000,2630,6,1671,2,3.5,4,6,"Gilbert"
235000,3235,6,2108,2,2,5,73,"Edwards"
625000,5557,10,3627,3,4.5,5,11,"NoRidge"
171000,2214,6,1118,1,2,4,31,"Mitchel"
163000,2522,6,1261,2,2,4,50,"NAmes"
171900,1875,7,1250,2,2.5,5,2,"Somerst"
200500,4205,5,3086,0,3,6,61,"ClearCr"
239000,3297,6,2345,2,2.5,4,74,"Crawfor"
285000,4555,8,2872,2,2.5,5,15,"NoRidge"
119500,1799,5,923,1,2,4,24,"Mitchel"
115000,2042,6,1224,1,1,4,83,"OldTown"
154900,2074,5,1343,1,1.5,4,88,"Crawfor"
93000,1124,5,1124,0,1,4,52,"Edwards"
250000,3730,7,2514,2,2.5,4,16,"Timber"
392500,3252,8,1652,2,3.5,5,0,"Crawfor"
745000,6872,10,4476,3,4.5,6,11,"NoRidge"
120000,2250,5,1130,2,2,4,86,"OldTown"
186700,3144,5,1572,3,2.5,4,44,"Timber"
104900,2005,5,1221,1,2,4,82,"Edwards"
95000,2677,3,1699,2,3,4,109,"OldTown"
262000,3248,8,1624,3,3,5,12,"NoRidge"
195000,2491,7,1660,2,2.5,5,7,"CollgCr"
189000,2798,7,1804,2,2.5,5,11,"Gilbert"
168000,2871,4,1622,4,2,4,46,"Mitchel"
174000,2217,8,1441,2,2.5,5,8,"Somerst"
125000,2174,5,1472,1,1,5,82,"OldTown"
165000,2448,6,1224,2,3,4,10,"Mitchel"
158000,2015,6,1352,1,1.5,4,41,"Sawyer"
176000,2184,6,1456,2,2.5,5,3,"Gilbert"
219210,2742,7,1863,3,2.5,5,0,"Gilbert"
144000,2505,7,1690,1,1,4,90,"OldTown"
178000,2424,7,1212,2,2,5,8,"CollgCr"
148000,2433,4,1382,2,1.5,4,43,"Sawyer"
116050,1728,4,864,1,1,4,36,"NAmes"
197900,2645,7,1779,2,2.5,5,11,"CollgCr"
117000,2232,5,1348,1,2,4,84,"BrkSide"
213000,3260,7,1630,2,2,5,9,"CollgCr"
153500,2130,5,1074,2,2.5,4,31,"NWAmes"
271900,4354,7,2196,3,2,5,19,"SawyerW"
107000,2112,4,1056,1,2,4,40,"SawyerW"
200000,3382,6,1700,2,3,5,3,"CollgCr"
140000,2214,5,1283,2,2,4,46,"NAmes"
290000,3320,8,1660,2,3,5,0,"Somerst"
189000,2900,6,1845,2,2.5,5,18,"SawyerW"
164000,2311,8,1752,2,2,4,22,"Gilbert"
113000,1344,4,672,1,2,4,68,"Edwards"
145000,1608,4,960,1,1.5,4,41,"Sawyer"
134500,1924,5,999,1,2,4,44,"NAmes"
125000,1788,5,894,1,1,4,41,"Sawyer"
112000,1902,6,1902,2,2,4,32,"Sawyer"
229456,2614,8,1314,2,3,5,0,"Somerst"
80500,912,4,912,0,1,4,59,"BrkSide"
91500,1890,6,1218,0,1.5,4,35,"BrDale"
115000,1824,5,912,1,1,4,42,"NAmes"
134000,2163,5,1211,1,1,4,40,"Sawyer"
143000,2886,6,1846,1,2,4,58,"NAmes"
137900,4272,5,2136,2,2,4,55,"NAmes"
184000,2278,7,1490,2,3.5,5,4,"Gilbert"
145000,1726,6,1138,1,1.5,4,49,"NAmes"
214000,2827,6,1933,3,2.5,5,1,"Somerst"
147000,1824,5,912,2,2,5,43,"NAmes"
367294,3404,9,1702,3,2.5,6,0,"NridgHt"
127000,2582,5,1507,1,2,4,48,"NAmes"
190000,3981,5,2620,2,3,4,30,"Sawyer"
132500,2296,5,1190,2,2,4,44,"NAmes"
101800,1224,4,1224,2,2,4,45,"NAmes"
142000,2376,5,1188,2,2,4,51,"NAmes"
130000,2904,5,1964,0,1.5,4,97,"SWISU"
138887,2531,5,1784,1,1.5,4,92,"Crawfor"
175500,2390,7,1626,2,2.5,5,7,"NridgHt"
195000,2795,7,1948,2,2.5,5,2,"CollgCr"
142500,2282,6,1141,2,1.5,4,1,"SawyerW"
265900,2960,8,1484,2,2,6,1,"Timber"
224900,2652,7,1768,2,3.5,5,5,"CollgCr"
248328,3378,7,1689,3,2,5,0,"Somerst"
170000,2226,7,1173,2,3,5,36,"NWAmes"
465000,4152,10,2076,3,3.5,6,0,"NridgHt"
230000,2309,8,1517,2,1,5,77,"Crawfor"
178000,2453,6,1868,2,3.5,4,23,"NWAmes"
186500,2309,7,1553,2,2.5,5,1,"Somerst"
169900,2046,6,1034,3,2,4,34,"Mitchel"
129500,2793,6,2058,2,1.5,4,91,"OldTown"
119000,1864,5,988,1,1,4,57,"NAmes"
244000,4220,7,2110,2,3.5,6,42,"NAmes"
171750,2810,7,1405,2,2,5,3,"NridgHt"
130000,1738,5,874,1,2,4,41,"Mitchel"
294000,3359,7,2167,2,3.5,5,33,"Veenker"
165400,2402,7,1656,2,2.5,5,5,"Edwards"
127500,2251,6,1367,1,1,4,76,"BrkSide"
301500,3973,8,1987,2,3,5,14,"NoRidge"
99900,1728,5,864,0,1,4,87,"Edwards"
190000,2022,7,1166,2,3,5,3,"Gilbert"
151000,2108,6,1054,2,2.5,4,39,"NAmes"
181000,2516,6,1675,2,2.5,4,10,"Gilbert"
128900,2100,5,1050,1,1,4,53,"NAmes"
161500,2892,4,1788,1,2,4,52,"ClearCr"
180500,2588,6,1824,2,1,4,88,"BrkSide"
181000,2742,6,1337,2,3,5,10,"NAmes"
183900,2143,7,1452,2,3.5,5,7,"Somerst"
122000,2814,7,1889,1,1.5,4,97,"OldTown"
378500,4020,9,2018,3,2,6,2,"Timber"
381000,4175,8,3447,3,3.5,5,73,"Crawfor"
144000,2398,5,1524,1,1.5,4,49,"NAmes"
260000,2856,7,1524,2,2.5,5,31,"ClearCr"
185750,2978,6,1489,2,2,5,41,"NWAmes"
137000,1870,5,935,1,2,4,41,"Sawyer"
177000,2376,6,1357,1,2,6,49,"Edwards"
139000,1911,5,1250,2,2,4,97,"Crawfor"
137000,2848,5,1920,2,2,4,59,"NAmes"
162000,2118,6,1395,2,2,4,37,"NWAmes"
197900,3404,6,1724,2,2.5,4,42,"NWAmes"
237000,3159,8,2031,2,3.5,5,6,"CollgCr"
68400,1826,4,1128,2,1,4,90,"IDOTRR"
227000,3146,7,1573,2,3,5,7,"CollgCr"
180000,2648,7,1339,2,3,4,16,"Timber"
150500,2080,5,1040,2,2,5,32,"CollgCr"
139000,2736,6,1824,0,3,4,39,"Mitchel"
169000,3251,6,2447,1,2,5,91,"SWISU"
132500,2192,6,1412,1,1,4,70,"BrkSide"
143000,2656,6,1328,2,2.5,4,47,"NWAmes"
190000,3206,5,1582,2,2.5,4,42,"ClearCr"
278000,3160,8,1659,2,3,6,9,"StoneBr"
281000,3055,8,1970,3,2.5,6,0,"NridgHt"
180500,2304,5,1152,2,2,4,46,"NAmes"
119500,1932,5,1302,1,2.5,4,37,"BrDale"
107500,3366,5,2372,1,2,4,117,"OldTown"
162900,2496,7,1664,2,2.5,4,30,"NWAmes"
115000,1728,5,864,2,2,4,51,"Edwards"
138500,2104,5,1052,1,2.5,4,38,"NAmes"
155000,2248,5,1128,2,3,4,45,"NAmes"
140000,1619,6,1072,2,3,4,1,"Edwards"
154000,2492,5,1246,1,2.5,5,51,"NAmes"
225000,2961,7,1983,2,2.5,5,10,"Gilbert"
177500,2265,6,1494,1,1,5,67,"Crawfor"
290000,3691,8,2526,3,3.5,5,12,"NoRidge"
232000,3232,7,1616,3,2,5,1,"Somerst"
130000,2684,7,1708,2,2,5,2,"Edwards"
325000,3304,9,1652,2,3,6,3,"NridgHt"
202500,2736,7,1368,2,2,5,1,"NridgHt"
138000,1980,5,990,2,2,4,15,"CollgCr"
147000,2046,5,1122,2,2,5,60,"OldTown"
179200,2572,6,1294,2,3,5,17,"SawyerW"
335000,3804,7,1902,2,3,6,51,"Crawfor"
203000,2548,7,1274,2,3,5,2,"CollgCr"
302000,4263,8,2810,2,2.5,5,17,"NoRidge"
333168,3992,9,2599,3,2.5,5,11,"NoRidge"
119000,1896,4,948,1,2,4,53,"Edwards"
206900,3064,6,2112,2,2.5,4,39,"NAmes"
295493,3252,8,1630,3,3,6,1,"CollgCr"
208900,2704,7,1352,2,2,5,1,"Somerst"
275000,3540,8,1787,3,2,5,5,"CollgCr"
111000,1812,4,948,1,1,4,53,"Edwards"
156500,2956,6,1478,2,2.5,4,52,"NAmes"
72500,720,3,720,1,1,4,59,"BrkSide"
190000,2673,7,1923,2,3.5,5,18,"NoRidge"
82500,1128,4,708,0,1,3,69,"BrkSide"
147000,3590,8,1795,3,2,5,1,"Somerst"
55000,1592,4,796,0,1,4,86,"IDOTRR"
79000,1318,3,774,0,1,5,76,"Edwards"
130500,1632,5,816,1,1.5,5,26,"Mitchel"
256000,4302,6,2792,2,2,4,88,"OldTown"
176500,2567,7,1632,2,2.5,4,8,"Gilbert"
227000,3176,8,1588,3,2,5,1,"Somerst"
132500,1865,5,954,2,1,4,30,"CollgCr"
100000,1632,4,816,1,2,4,71,"Edwards"
125500,2163,5,1360,1,1.5,5,68,"IDOTRR"
125000,2130,5,1365,2,1.5,4,39,"BrDale"
167900,2684,6,1334,2,2.5,4,32,"NWAmes"
135000,3312,5,1656,2,2,4,35,"NWAmes"
52500,1386,4,693,0,1,3,65,"OldTown"
200000,2777,7,1861,2,3.5,5,4,"CollgCr"
128500,1728,5,864,1,1,4,34,"CollgCr"
123000,1730,4,872,4,1,4,36,"NAmes"
155000,2228,6,1114,2,2,5,5,"SawyerW"
228500,3453,8,2169,2,2.5,5,5,"CollgCr"
177000,2809,6,1913,2,1.5,4,81,"Crawfor"
155835,2184,7,1456,2,2.5,5,1,"CollgCr"
108500,1920,4,960,1,1,3,87,"OldTown"
262500,3724,7,2156,2,2,4,38,"NWAmes"
283463,3508,8,1776,3,3,5,1,"Timber"
215000,2976,7,1494,2,3,5,9,"SawyerW"
122000,2837,8,2358,0,2,4,136,"OldTown"
200000,3882,5,2634,4,4.5,4,40,"NAmes"
171000,2574,6,1716,2,1.5,4,46,"NAmes"
134900,1874,6,1176,2,1,4,72,"BrkSide"
410000,5271,8,3238,3,3.5,5,15,"NoRidge"
235000,2857,7,1865,3,3.5,5,8,"CollgCr"
170000,2490,7,1920,2,3,5,38,"NWAmes"
110000,1756,5,892,1,1,4,42,"NAmes"
149900,2156,5,1078,2,2.5,4,39,"NAmes"
177500,2329,6,1573,2,2.5,5,10,"Somerst"
315000,3960,9,1980,3,3,6,2,"NridgHt"
189000,3213,5,2601,2,3.5,4,87,"SWISU"
260000,3060,7,1530,2,3,5,4,"StoneBr"
104900,2453,4,1738,1,2,4,89,"NAmes"
156932,2028,6,1412,2,2.5,5,1,"Gilbert"
144152,1720,7,1200,2,2.5,5,1,"Somerst"
216000,2488,7,1674,2,3.5,5,10,"Somerst"
193000,2663,7,1790,2,3.5,5,9,"CollgCr"
127000,2232,5,1475,1,2,4,29,"MeadowV"
144000,1696,6,848,2,2,5,6,"CollgCr"
232000,3325,8,1668,2,3,5,7,"CollgCr"
105000,2214,4,1374,1,1,4,89,"OldTown"
165500,2653,6,1661,1,2,5,53,"NAmes"
274300,3205,7,2097,2,3.5,5,8,"CollgCr"
466500,5266,10,2633,3,3.5,6,6,"NoRidge"
250000,2984,7,1958,3,2.5,5,3,"Somerst"
239000,3142,8,1571,3,2,5,0,"Timber"
91000,1558,6,790,1,1,4,78,"SWISU"
117000,2588,5,1604,2,2,4,68,"Edwards"
83000,1470,6,987,1,1.5,4,33,"BrDale"
167500,1778,5,1394,2,2.5,5,2,"Timber"
58500,1728,3,864,1,2,4,96,"Edwards"
237500,3322,6,2117,2,2.5,4,38,"NAmes"
157000,2358,7,1762,2,2.5,5,86,"OldTown"
112000,2232,5,1416,2,2,5,89,"Sawyer"
105000,1818,6,1258,1,1,4,70,"Edwards"
125500,1950,4,1154,1,2,5,88,"IDOTRR"
250000,4176,7,2784,2,4.5,5,28,"NWAmes"
136000,3240,6,2526,1,2,5,91,"OldTown"
377500,3492,9,1746,3,3,6,3,"Gilbert"
131000,1953,6,1218,2,1.5,4,66,"BrkSide"
235000,3050,7,1525,2,3,5,6,"CollgCr"
124000,3168,5,1584,3,2,4,42,"NAmes"
123000,1764,5,900,1,2,4,39,"NAmes"
163000,2394,6,1912,2,2,4,103,"OldTown"
246578,2856,7,1500,3,3,5,0,"Blmngtn"
281213,3576,8,2482,3,2.5,5,2,"Timber"
160000,2434,5,1687,2,2,4,62,"Timber"
137500,2452,5,1513,1,1.5,4,87,"BrkSide"
138000,3112,5,1904,1,2.5,4,59,"NAmes"
137450,2584,6,1608,1,2.5,5,84,"SWISU"
120000,2020,6,1158,1,1,4,79,"BrkSide"
193000,2432,6,1593,2,3.5,4,4,"Gilbert"
193879,2580,7,1294,2,2,5,0,"CollgCr"
282922,2949,8,1464,3,3,5,0,"Somerst"
105000,1886,3,1214,3,1,4,91,"OldTown"
275000,3240,8,1646,2,3.5,5,4,"Crawfor"
133000,1536,5,768,2,2,4,37,"CollgCr"
112000,1666,5,833,0,2,4,24,"Mitchel"
125500,1985,4,1363,2,1,4,100,"OldTown"
215000,2884,7,2093,2,2.5,4,22,"NWAmes"
230000,2784,7,1840,2,3.5,5,8,"CollgCr"
140000,2524,6,1668,1,1.5,4,59,"NAmes"
90000,1040,4,1040,2,2,4,60,"NAmes"
257000,3688,8,1844,2,3,5,4,"SawyerW"
207000,2681,6,1848,2,1.5,5,85,"BrkSide"
175900,2955,7,1569,3,2.5,5,2,"Blmngtn"
122500,3067,4,2290,2,2,4,125,"OldTown"
340000,3734,8,2450,3,3.5,5,11,"NoRidge"
124000,2288,5,1144,1,2.5,4,45,"NAmes"
223000,3688,6,1844,2,3,5,37,"Crawfor"
179900,2124,6,1416,2,2.5,4,38,"NWAmes"
127500,2138,6,1069,2,2,4,33,"NPkVill"
136500,1696,6,848,2,2,5,5,"CollgCr"
274970,2898,6,2201,2,2,5,40,"Edwards"
144000,2368,5,1344,1,2,4,49,"NAmes"
142000,2504,6,1252,2,1,5,49,"NAmes"
271000,3350,7,2127,2,3.5,5,14,"NoRidge"
140000,2471,5,1558,1,2.5,4,63,"NAmes"
119000,1592,5,804,1,2,5,70,"OldTown"
182900,2880,6,1440,2,2,5,26,"NWAmes"
192140,2570,5,1838,2,2.5,4,1,"Gilbert"
143750,1916,6,958,2,2,4,33,"NPkVill"
64500,1624,4,968,1,2,4,80,"OldTown"
186500,2728,6,1792,2,3.5,4,8,"Gilbert"
160000,2252,5,1126,2,3,4,29,"Mitchel"
174000,2856,6,1537,2,2.5,5,46,"NAmes"
120500,1728,4,864,2,1,4,36,"NAmes"
394617,3864,8,1932,3,3,6,0,"NridgHt"
149700,2148,6,1236,2,2,4,53,"OldTown"
197000,2264,7,1725,2,2.5,4,28,"NWAmes"
191000,2759,6,2555,2,2,4,86,"Crawfor"
149300,1696,6,848,2,2,5,4,"CollgCr"
310000,3024,10,2007,3,3.5,6,1,"Somerst"
121000,1904,6,952,1,1,3,93,"BrkSide"
179600,2844,7,1422,2,2,5,3,"CollgCr"
129000,1727,6,913,1,2,4,41,"Sawyer"
157900,2376,5,1188,1,1,4,48,"Mitchel"
240000,3310,8,2090,2,3.5,5,12,"CollgCr"
112000,1906,4,1346,1,1.5,4,97,"Edwards"
92000,1260,5,630,0,2,6,36,"MeadowV"
136000,2688,5,1792,0,3,4,35,"NAmes"
287090,3151,8,1578,3,2,6,1,"Somerst"
145000,1619,5,1072,2,2,4,1,"Edwards"
84500,2280,5,1140,0,1,4,0,"Mitchel"
185000,2442,7,1221,2,3,5,5,"Somerst"
175000,2600,6,1647,2,2.5,4,8,"Gilbert"
210000,3615,6,2073,2,3,4,32,"NWAmes"
266500,3492,7,2340,1,2,5,69,"Crawfor"
142125,2156,5,1078,1,2,5,60,"NAmes"
147500,2512,5,1256,1,2.5,4,43,"Edwards"
